Gene,border,class,color,feature,shape,size
YALI0D25036g,2,changed_regulation,green,,circle,30
YALI0D02365g,2,downregulated,darkblue,,circle,30
YALI0A16566g,2,downregulated,darkblue,,circle,30
YALI0D26488g,2,changed_regulation,green,,circle,30
YALI0E26873g,2,changed_regulation,green,,circle,30
YALI0C03718g,2,downregulated,darkblue,,circle,30
YALI0F20438g,2,changed_regulation,green,,circle,30
YALI0F19514g,2,changed_regulation,green,,circle,30
YALI0A13585g,2,changed_regulation,green,,circle,30
ENSEMBL:ENSBTAP00000031900,2,changed_regulation,green,,circle,30
YALI0E26917g,2,changed_regulation,green,,circle,30
YALI0D12925g,2,changed_regulation,green,,circle,30
YALI0F00814g,2,changed_regulation,green,,circle,30
YALI0E20713g,2,changed_regulation,green,,circle,30
YALI0D14608g,2,lowly_expressed,lightblue,,circle,30
YALI0B14993g,2,lowly_expressed,lightblue,,circle,30
YALI0E18051g,2,downregulated,darkblue,,circle,30
YALI0C14520g,2,highly_expressed,orange,,circle,30
YALI0F12793g,2,highly_expressed,orange,,circle,30
YALI0B00902g,2,changed_regulation,green,,circle,30
YALI0A20614g,2,changed_regulation,green,,circle,30
YALI0E08910g,2,changed_regulation,green,,circle,30
YALI0A10164g,2,changed_regulation,green,,circle,30
YALI0F24101g,2,lowly_expressed,lightblue,,circle,30
YALI0D26279g,2,downregulated,darkblue,,circle,30
YALI0F20812g,2,lowly_expressed,lightblue,,circle,30
YALI0F14399g,2,downregulated,darkblue,,circle,30
YALI0C02431g,2,highly_expressed,orange,,circle,30
YALI0F27797g,2,changed_regulation,green,,circle,30
YALI0A20746g,2,highly_expressed,orange,,circle,30
YALI0E17743g,2,changed_regulation,green,,circle,30
YALI0E17545g,2,changed_regulation,green,,circle,30
YALI0E13101g,2,changed_regulation,green,,circle,30
YALI0E10197g,2,changed_regulation,green,,circle,30
YALI0D23001g,2,changed_regulation,green,,circle,30
YALI0E33341g,2,changed_regulation,green,,circle,30
YALI0E03124g,2,changed_regulation,green,,circle,30
YALI0E14597g,2,changed_regulation,green,,circle,30
YALI0E28787g,2,lowly_expressed,lightblue,,circle,30
YALI0B02852g,2,lowly_expressed,lightblue,,circle,30
YALI0E05709g,2,lowly_expressed,lightblue,,circle,30
YALI0B17732g,2,lowly_expressed,lightblue,,circle,30
YALI0F04532g,2,lowly_expressed,lightblue,,circle,30
YALI0B11352g,2,changed_regulation,green,,circle,30
YALI0F24321g,2,changed_regulation,green,,circle,30
YALI0E05687g,2,changed_regulation,green,,circle,30
YALI0D07546g,2,changed_regulation,green,,circle,30
YALI0B11154g,2,changed_regulation,green,,circle,30
YALI0B11726g,2,changed_regulation,green,,circle,30
YALI0D23903g,2,changed_regulation,green,,circle,30
YALI0E17853g,2,changed_regulation,green,,circle,30
YALI0D09669g,2,changed_regulation,green,,circle,30
YALI0A02200g,2,changed_regulation,green,,circle,30
Q14532,2,changed_regulation,green,,circle,30
YALI0D03157g,2,changed_regulation,green,,circle,30
YALI0E01232g,2,changed_regulation,green,,circle,30
YALI0D10021g,2,changed_regulation,green,,circle,30
YALI0B13156g,2,changed_regulation,green,,circle,30
YALI0D05071g,2,downregulated,darkblue,,circle,30
YALI0B08943g,2,changed_regulation,green,,circle,30
ENSEMBL:ENSBTAP00000024146,2,changed_regulation,green,,circle,30
YALI0A20504g,2,changed_regulation,green,,circle,30
YALI0D01265g,2,lowly_expressed,lightblue,,circle,30
YALI0A06765g,2,lowly_expressed,lightblue,,circle,30
YALI0A02673g,2,changed_regulation,green,,circle,30
YALI0F16115g,2,lowly_expressed,lightblue,,circle,30
YALI0D27324g,2,lowly_expressed,lightblue,,circle,30
YALI0F18634g,2,changed_regulation,green,,circle,30
YALI0D15928g,2,highly_expressed,orange,,circle,30
YALI0D01914g,2,upregulated,red,,circle,30
YALI0E35156g,2,changed_regulation,green,,circle,30
H-INV:HIT000292931,2,changed_regulation,green,,circle,30
YALI0F00220g,2,changed_regulation,green,,circle,30
YALI0D25146g,2,changed_regulation,green,,circle,30
YALI0B02794g,2,changed_regulation,green,,circle,30
YALI0A03597g,2,downregulated,darkblue,,circle,30
YALI0E05643g,2,downregulated,darkblue,,circle,30
YALI0B18546g,2,downregulated,darkblue,,circle,30
YALI0E34397g,2,downregulated,darkblue,,circle,30
YALI0C03069g,2,downregulated,darkblue,,circle,30
YALI0C18645g,15,downregulated,darkblue,Transcription_Factor,roundrectangle,80
YALI0D07524g,2,changed_regulation,green,,circle,30
YALI0F05456g,2,upregulated,red,,circle,30
Q15323,2,changed_regulation,green,,circle,30
YALI0B21318g,2,changed_regulation,green,,circle,30
YALI0D01892g,2,changed_regulation,green,,circle,30
YALI0D21318g,2,changed_regulation,green,,circle,30
YALI0D25608g,2,changed_regulation,green,,circle,30
YALI0A21285g,2,changed_regulation,green,,circle,30
YALI0F22363g,2,lowly_expressed,lightblue,,circle,30
YALI0F31383g,2,changed_regulation,green,,circle,30
YALI0B21978g,2,changed_regulation,green,,circle,30
YALI0D05093g,2,changed_regulation,green,,circle,30
YALI0A07106g,2,changed_regulation,green,,circle,30
YALI0B13178g,2,changed_regulation,green,,circle,30
YALI0F04774g,2,downregulated,darkblue,,circle,30
YALI0E00242g,2,downregulated,darkblue,,circle,30
YALI0D00539g,2,changed_regulation,green,,circle,30
YALI0F29997g,2,changed_regulation,green,,circle,30
YALI0E29557g,2,changed_regulation,green,,circle,30
YALI0B20218g,2,changed_regulation,green,,circle,30
YALI0B11066g,2,changed_regulation,green,,circle,30
YALI0E30591g,2,changed_regulation,green,,circle,30
YALI0B10197g,2,changed_regulation,green,,circle,30
ENSEMBL:ENSBTAP00000025008,2,changed_regulation,green,,circle,30
YALI0E35046g,2,lowly_expressed,lightblue,,circle,30
YALI0E33077g,2,changed_regulation,green,,circle,30
YALI0E02046g,2,downregulated,darkblue,,circle,30
YALI0F06826g,2,downregulated,darkblue,,circle,30
YALI0C16027g,2,downregulated,darkblue,,circle,30
YALI0E03080g,2,changed_regulation,green,,circle,30
YALI0B19162g,2,downregulated,darkblue,,circle,30
YALI0D13068g,2,downregulated,darkblue,,circle,30
YALI0A04345g,2,downregulated,darkblue,,circle,30
YALI0C04345g,2,changed_regulation,green,,circle,30
YALI0F02695g,2,changed_regulation,green,,circle,30
YALI0E22044g,2,changed_regulation,green,,circle,30
YALI0D00869g,2,changed_regulation,green,,circle,30
YALI0F16918g,2,changed_regulation,green,,circle,30
YALI0A12287g,2,changed_regulation,green,,circle,30
YALI0D25212g,2,changed_regulation,green,,circle,30
YALI0E03234g,2,changed_regulation,green,,circle,30
YALI0D25520g,2,changed_regulation,green,,circle,30
YALI0E03564g,2,changed_regulation,green,,circle,30
YALI0E01650g,2,changed_regulation,green,,circle,30
YALI0F08987g,2,changed_regulation,green,,circle,30
YALI0E14014g,2,changed_regulation,green,,circle,30
YALI0E06611g,2,changed_regulation,green,,circle,30
YALI0E04532g,2,changed_regulation,green,,circle,30
YALI0B22902g,2,lowly_expressed,lightblue,,circle,30
YALI0D15114g,2,lowly_expressed,lightblue,,circle,30
YALI0E19008g,2,lowly_expressed,lightblue,,circle,30
YALI0B21098g,2,lowly_expressed,lightblue,,circle,30
YALI0A20702g,2,lowly_expressed,lightblue,,circle,30
YALI0C01111g,2,lowly_expressed,lightblue,,circle,30
YALI0B10065g,2,lowly_expressed,lightblue,,circle,30
YALI0E26125g,2,lowly_expressed,lightblue,,circle,30
YALI0A06908g,2,changed_regulation,green,,circle,30
YALI0E15290g,2,changed_regulation,green,,circle,30
YALI0E02002g,2,changed_regulation,green,,circle,30
YALI0A17776g,2,lowly_expressed,lightblue,,circle,30
YALI0B09647g,2,downregulated,darkblue,,circle,30
YALI0F30349g,2,downregulated,darkblue,,circle,30
YALI0A18766g,2,downregulated,darkblue,,circle,30
YALI0D25190g,2,changed_regulation,green,,circle,30
YALI0F09339g,2,downregulated,darkblue,,circle,30
YALI0E24673g,2,downregulated,darkblue,,circle,30
YALI0B11913g,2,downregulated,darkblue,,circle,30
YALI0B04268g,2,downregulated,darkblue,,circle,30
YALI0C21516g,2,downregulated,darkblue,,circle,30
YALI0B19492g,2,changed_regulation,green,,circle,30
YALI0F13805g,2,changed_regulation,green,,circle,30
P04258,2,changed_regulation,green,,circle,30
YALI0D15796g,2,changed_regulation,green,,circle,30
YALI0B14839g,2,changed_regulation,green,,circle,30
YALI0A09680g,2,changed_regulation,green,,circle,30
YALI0E23342g,15,changed_regulation,green,Transcription_Factor,roundrectangle,80
YALI0F09790g,2,upregulated,red,,circle,30
YALI0F23221g,2,changed_regulation,green,,circle,30
YALI0F05808g,2,upregulated,red,,circle,30
YALI0A19448g,2,upregulated,red,,circle,30
YALI0F04059g,2,upregulated,red,,circle,30
YALI0B20086g,2,upregulated,red,,circle,30
YALI0E15180g,2,upregulated,red,,circle,30
YALI0E07139g,2,changed_regulation,green,,circle,30
YALI0A16467g,2,upregulated,red,,circle,30
YALI0E31647g,2,changed_regulation,green,,circle,30
YALI0E10109g,2,downregulated,darkblue,,circle,30
YALI0F06578g,2,changed_regulation,green,,circle,30
YALI0B11308g,2,changed_regulation,green,,circle,30
YALI0D00297g,2,upregulated,red,,circle,30
YALI0F23991g,2,changed_regulation,green,,circle,30
YALI0A15906g,2,changed_regulation,green,,circle,30
YALI0C05555g,2,upregulated,red,,circle,30
YALI0C03762g,2,changed_regulation,green,,circle,30
YALI0C16346g,2,downregulated,darkblue,,circle,30
YALI0D02277g,2,changed_regulation,green,,circle,30
YALI0F30393g,2,upregulated,red,,circle,30
YALI0B07623g,2,downregulated,darkblue,,circle,30
YALI0E18260g,2,changed_regulation,green,,circle,30
YALI0F29073g,2,changed_regulation,green,,circle,30
YALI0B23210g,2,changed_regulation,green,,circle,30
YALI0F17160g,2,changed_regulation,green,,circle,30
YALI0C11517g,2,changed_regulation,green,,circle,30
YALI0F21483g,2,changed_regulation,green,,circle,30
YALI0B02464g,2,changed_regulation,green,,circle,30
YALI0A13695g,2,changed_regulation,green,,circle,30
YALI0B10846g,2,changed_regulation,green,,circle,30
YALI0B04224g,2,downregulated,darkblue,,circle,30
YALI0B14883g,2,changed_regulation,green,,circle,30
YALI0F00132g,2,changed_regulation,green,,circle,30
YALI0F17006g,2,changed_regulation,green,,circle,30
YALI0D24541g,2,upregulated,red,,circle,30
YALI0F21197g,2,changed_regulation,green,,circle,30
YALI0D12474g,2,changed_regulation,green,,circle,30
YALI0D27060g,2,changed_regulation,green,,circle,30
YALI0D18942g,2,changed_regulation,green,,circle,30
YALI0A19624g,2,changed_regulation,green,,circle,30
YALI0E23474g,2,changed_regulation,green,,circle,30
YALI0B08965g,2,changed_regulation,green,,circle,30
YALI0F03454g,2,changed_regulation,green,,circle,30
YALI0E11517g,2,lowly_expressed,lightblue,,circle,30
YALI0C12034g,2,changed_regulation,green,,circle,30
YALI0D13640g,2,changed_regulation,green,,circle,30
P50446,2,changed_regulation,green,,circle,30
YALI0A15686g,2,upregulated,red,,circle,30
YALI0D19822g,2,upregulated,red,,circle,30
YALI0D00803g,2,downregulated,darkblue,,circle,30
YALI0D19096g,2,changed_regulation,green,,circle,30
YALI0B11550g,2,changed_regulation,green,,circle,30
YALI0F31449g,2,changed_regulation,green,,circle,30
YALI0F20394g,2,changed_regulation,green,,circle,30
YALI0D09361g,2,downregulated,darkblue,,circle,30
YALI0D11374g,2,lowly_expressed,lightblue,,circle,30
YALI0C06171g,2,downregulated,darkblue,,circle,30
YALI0C01859g,2,downregulated,darkblue,,circle,30
YALI0A19888g,2,downregulated,darkblue,,circle,30
YALI0A01045g,2,downregulated,darkblue,,circle,30
YALI0B16500g,2,downregulated,darkblue,,circle,30
YALI0E27940g,2,downregulated,darkblue,,circle,30
YALI0F19470g,2,downregulated,darkblue,,circle,30
YALI0F08283g,2,downregulated,darkblue,,circle,30
YALI0E21307g,2,downregulated,darkblue,,circle,30
YALI0B11704g,2,downregulated,darkblue,,circle,30
YALI0C11803g,2,downregulated,darkblue,,circle,30
YALI0E03212g,2,downregulated,darkblue,,circle,30
YALI0C20625g,2,downregulated,darkblue,,circle,30
YALI0E04763g,2,downregulated,darkblue,,circle,30
YALI0E07183g,2,downregulated,darkblue,,circle,30
YALI0F30459g,2,downregulated,darkblue,,circle,30
YALI0E03872g,2,downregulated,darkblue,,circle,30
YALI0C09548g,2,downregulated,darkblue,,circle,30
YALI0B18744g,2,downregulated,darkblue,,circle,30
YALI0A04367g,2,downregulated,darkblue,,circle,30
YALI0E10439g,2,downregulated,darkblue,,circle,30
YALI0B21516g,2,downregulated,darkblue,,circle,30
YALI0E11495g,2,downregulated,darkblue,,circle,30
YALI0B06963g,2,downregulated,darkblue,,circle,30
YALI0B04928g,2,downregulated,darkblue,,circle,30
YALI0C18689g,2,downregulated,darkblue,,circle,30
YALI0D26301g,2,changed_regulation,green,,circle,30
YALI0C10846g,2,changed_regulation,green,,circle,30
YALI0C04158g,2,downregulated,darkblue,,circle,30
YALI0B18986g,2,changed_regulation,green,,circle,30
YALI0F20658g,2,changed_regulation,green,,circle,30
YALI0C14036g,2,changed_regulation,green,,circle,30
YALI0F02475g,2,changed_regulation,green,,circle,30
YALI0F04598g,2,downregulated,darkblue,,circle,30
YALI0B19228g,2,changed_regulation,green,,circle,30
YALI0B05148g,2,changed_regulation,green,,circle,30
YALI0F13959g,2,changed_regulation,green,,circle,30
YALI0F17204g,2,changed_regulation,green,,circle,30
YALI0C16269g,2,changed_regulation,green,,circle,30
YALI0E12397g,2,downregulated,darkblue,,circle,30
YALI0A09922g,2,upregulated,red,,circle,30
YALI0B07381g,2,changed_regulation,green,,circle,30
YALI0B14179g,2,changed_regulation,green,,circle,30
YALI0B07513g,2,changed_regulation,green,,circle,30
YALI0A02409g,2,changed_regulation,green,,circle,30
YALI0A16291g,2,changed_regulation,green,,circle,30
YALI0B03036g,2,downregulated,darkblue,,circle,30
YALI0E08316g,2,changed_regulation,green,,circle,30
YALI0E32879g,2,changed_regulation,green,,circle,30
YALI0F29887g,2,changed_regulation,green,,circle,30
YALI0D05005g,15,changed_regulation,green,Transcription_Factor,roundrectangle,80
YALI0C04004g,2,changed_regulation,green,,circle,30
P35900,2,changed_regulation,green,,circle,30
YALI0B18172g,2,changed_regulation,green,,circle,30
YALI0C16500g,2,changed_regulation,green,,circle,30
YALI0C10494g,2,downregulated,darkblue,,circle,30
YALI0F26785g,2,lowly_expressed,lightblue,,circle,30
YALI0D04268g,2,downregulated,darkblue,,circle,30
YALI0F26125g,2,downregulated,darkblue,,circle,30
YALI0B04950g,2,downregulated,darkblue,,circle,30
YALI0D24387g,2,highly_expressed,orange,,circle,30
YALI0C04114g,2,lowly_expressed,lightblue,,circle,30
YALI0A15081g,2,downregulated,darkblue,,circle,30
YALI0A03245g,2,downregulated,darkblue,,circle,30
YALI0F08217g,2,lowly_expressed,lightblue,,circle,30
YALI0B07117g,2,highly_expressed,orange,,circle,30
YALI0F07491g,2,lowly_expressed,lightblue,,circle,30
YALI0D06435g,2,changed_regulation,green,,circle,30
YALI0E26686g,2,downregulated,darkblue,,circle,30
YALI0D27302g,2,highly_expressed,orange,,circle,30
YALI0C02937g,2,lowly_expressed,lightblue,,circle,30
YALI0F22077g,2,lowly_expressed,lightblue,,circle,30
YALI0E08580g,2,changed_regulation,green,,circle,30
YALI0F18414g,2,changed_regulation,green,,circle,30
YALI0F05104g,15,changed_regulation,green,Transcription_Factor,roundrectangle,80
YALI0B11968g,2,changed_regulation,green,,circle,30
YALI0A20152g,2,changed_regulation,green,,circle,30
YALI0E14465g,2,changed_regulation,green,,circle,30
YALI0D01738g,2,upregulated,red,,circle,30
YALI0A19910g,2,changed_regulation,green,,circle,30
YALI0D14916g,2,highly_expressed,orange,,circle,30
YALI0D12606g,2,lowly_expressed,lightblue,,circle,30
YALI0C24354g,2,changed_regulation,green,,circle,30
YALI0E33231g,2,changed_regulation,green,,circle,30
YALI0F28545g,2,changed_regulation,green,,circle,30
YALI0F12969g,2,changed_regulation,green,,circle,30
YALI0E14707g,2,downregulated,darkblue,,circle,30
YALI0B02662g,2,changed_regulation,green,,circle,30
YALI0C05324g,2,changed_regulation,green,,circle,30
YALI0D07788g,2,changed_regulation,green,,circle,30
YALI0D18590g,2,changed_regulation,green,,circle,30
YALI0F13607g,2,changed_regulation,green,,circle,30
YALI0E07381g,2,changed_regulation,green,,circle,30
ENSEMBL:ENSBTAP00000001528,2,changed_regulation,green,,circle,30
YALI0F03410g,2,changed_regulation,green,,circle,30
ENSEMBL:ENSBTAP00000034412,2,changed_regulation,green,,circle,30
YALI0E00264g,2,lowly_expressed,lightblue,,circle,30
YALI0F30877g,2,lowly_expressed,lightblue,,circle,30
YALI0E05533g,2,lowly_expressed,lightblue,,circle,30
YALI0D19734g,2,changed_regulation,green,,circle,30
YALI0E32241g,2,downregulated,darkblue,,circle,30
YALI0D09977g,2,downregulated,darkblue,,circle,30
Q3MHH8,2,changed_regulation,green,,circle,30
YALI0C23430g,2,changed_regulation,green,,circle,30
YALI0F06556g,2,changed_regulation,green,,circle,30
YALI0D12771g,2,changed_regulation,green,,circle,30
YALI0D06930g,2,highly_expressed,orange,,circle,30
YALI0D03762g,2,downregulated,darkblue,,circle,30
YALI0B00726g,2,lowly_expressed,lightblue,,circle,30
YALI0F31053g,2,lowly_expressed,lightblue,,circle,30
YALI0E00968g,2,changed_regulation,green,,circle,30
YALI0C01694g,2,changed_regulation,green,,circle,30
YALI0E20471g,2,changed_regulation,green,,circle,30
YALI0B13706g,2,changed_regulation,green,,circle,30
YALI0B14333g,2,changed_regulation,green,,circle,30
YALI0D09273g,2,upregulated,red,,circle,30
YALI0B06413g,2,changed_regulation,green,,circle,30
YALI0D11264g,2,downregulated,darkblue,,circle,30
YALI0D17490g,2,downregulated,darkblue,,circle,30
YALI0D12144g,2,downregulated,darkblue,,circle,30
YALI0E22484g,2,downregulated,darkblue,,circle,30
YALI0F22209g,2,downregulated,darkblue,,circle,30
YALI0E21021g,2,downregulated,darkblue,,circle,30
YALI0C04928g,2,downregulated,darkblue,,circle,30
YALI0B07535g,2,downregulated,darkblue,,circle,30
YALI0F06710g,2,changed_regulation,green,,circle,30
YALI0D18810g,2,downregulated,darkblue,,circle,30
YALI0E32791g,2,changed_regulation,green,,circle,30
YALI0D08756g,2,changed_regulation,green,,circle,30
YALI0D24816g,2,changed_regulation,green,,circle,30
YALI0A11220g,2,changed_regulation,green,,circle,30
YALI0B21670g,2,downregulated,darkblue,,circle,30
YALI0F16984g,2,downregulated,darkblue,,circle,30
YALI0D03597g,2,lowly_expressed,lightblue,,circle,30
YALI0F27951g,2,downregulated,darkblue,,circle,30
YALI0A00913g,2,downregulated,darkblue,,circle,30
YALI0E30833g,2,downregulated,darkblue,,circle,30
YALI0A19580g,2,changed_regulation,green,,circle,30
YALI0A10208g,2,changed_regulation,green,,circle,30
YALI0F18194g,2,changed_regulation,green,,circle,30
YALI0C00429g,2,changed_regulation,green,,circle,30
YALI0D06688g,2,changed_regulation,green,,circle,30
YALI0B22572g,2,lowly_expressed,lightblue,,circle,30
YALI0E19536g,2,changed_regulation,green,,circle,30
YALI0C14872g,2,changed_regulation,green,,circle,30
YALI0E28270g,2,changed_regulation,green,,circle,30
YALI0D04246g,2,changed_regulation,green,,circle,30
YALI0D02255g,2,changed_regulation,green,,circle,30
YALI0F06072g,15,changed_regulation,green,Transcription_Factor,roundrectangle,80
YALI0D13024g,2,changed_regulation,green,,circle,30
YALI0E32035g,2,changed_regulation,green,,circle,30
YALI0F21109g,2,changed_regulation,green,,circle,30
YALI0A20658g,2,changed_regulation,green,,circle,30
YALI0A11539g,2,changed_regulation,green,,circle,30
YALI0E26059g,2,changed_regulation,green,,circle,30
YALI0A00264g,2,highly_expressed,orange,,circle,30
YALI0D12793g,2,changed_regulation,green,,circle,30
YALI0F28633g,2,lowly_expressed,lightblue,,circle,30
YALI0D26532g,2,changed_regulation,green,,circle,30
YALI0B15686g,2,highly_expressed,orange,,circle,30
YALI0E24035g,2,changed_regulation,green,,circle,30
YALI0B12738g,2,changed_regulation,green,,circle,30
YALI0C15246g,2,changed_regulation,green,,circle,30
YALI0B19712g,2,changed_regulation,green,,circle,30
YALI0A17061g,2,changed_regulation,green,,circle,30
YALI0F14641g,2,changed_regulation,green,,circle,30
YALI0E33737g,2,upregulated,red,,circle,30
YALI0F18766g,2,changed_regulation,green,,circle,30
YALI0E29689g,2,changed_regulation,green,,circle,30
YALI0E34749g,2,lowly_expressed,lightblue,,circle,30
YALI0D03069g,2,lowly_expressed,lightblue,,circle,30
YALI0D07898g,2,changed_regulation,green,,circle,30
YALI0D17380g,2,upregulated,red,,circle,30
YALI0E03696g,2,upregulated,red,,circle,30
YALI0E33693g,2,upregulated,red,,circle,30
YALI0F27401g,2,changed_regulation,green,,circle,30
YALI0E09449g,2,downregulated,darkblue,,circle,30
YALI0B07293g,2,changed_regulation,green,,circle,30
YALI0F07469g,2,upregulated,red,,circle,30
YALI0B21868g,2,changed_regulation,green,,circle,30
YALI0B00220g,2,downregulated,darkblue,,circle,30
YALI0E31427g,2,upregulated,red,,circle,30
YALI0E33869g,2,upregulated,red,,circle,30
YALI0C19096g,2,upregulated,red,,circle,30
YALI0B09119g,2,changed_regulation,green,,circle,30
YALI0E09471g,2,downregulated,darkblue,,circle,30
YALI0A09790g,2,upregulated,red,,circle,30
YALI0E33935g,2,upregulated,red,,circle,30
YALI0B17314g,2,changed_regulation,green,,circle,30
YALI0D25542g,2,downregulated,darkblue,,circle,30
YALI0E16621g,2,changed_regulation,green,,circle,30
YALI0D22803g,2,changed_regulation,green,,circle,30
YALI0B02420g,2,downregulated,darkblue,,circle,30
YALI0E12375g,2,changed_regulation,green,,circle,30
YALI0E28578g,2,changed_regulation,green,,circle,30
YALI0B03410g,2,downregulated,darkblue,,circle,30
P02538,2,changed_regulation,green,,circle,30
YALI0F03025g,2,changed_regulation,green,,circle,30
YALI0F10659g,2,downregulated,darkblue,,circle,30
YALI0A06435g,2,changed_regulation,green,,circle,30
YALI0C03894g,2,upregulated,red,,circle,30
YALI0A19404g,2,changed_regulation,green,,circle,30
YALI0E11341g,2,changed_regulation,green,,circle,30
YALI0F15763g,2,upregulated,red,,circle,30
YALI0F16753g,2,changed_regulation,green,,circle,30
YALI0D10483g,2,upregulated,red,,circle,30
YALI0F01122g,2,changed_regulation,green,,circle,30
YALI0A00110g,2,changed_regulation,green,,circle,30
YALI0D15004g,2,changed_regulation,green,,circle,30
YALI0F11517g,2,changed_regulation,green,,circle,30
YALI0E27269g,2,changed_regulation,green,,circle,30
YALI0A19844g,2,downregulated,darkblue,,circle,30
YALI0E26785g,2,changed_regulation,green,,circle,30
YALI0B09427g,2,changed_regulation,green,,circle,30
YALI0D02915g,2,changed_regulation,green,,circle,30
YALI0F30437g,2,highly_expressed,orange,,circle,30
YALI0D06149g,2,highly_expressed,orange,,circle,30
YALI0E03036g,2,highly_expressed,orange,,circle,30
YALI0D12584g,2,upregulated,red,,circle,30
YALI0C18535g,2,downregulated,darkblue,,circle,30
YALI0E12353g,2,downregulated,darkblue,,circle,30
YALI0B15642g,2,downregulated,darkblue,,circle,30
YALI0F29227g,2,upregulated,red,,circle,30
YALI0B16192g,2,downregulated,darkblue,,circle,30
YALI0E31735g,2,changed_regulation,green,,circle,30
YALI0B21164g,2,lowly_expressed,lightblue,,circle,30
YALI0F17886g,15,changed_regulation,green,Transcription_Factor,roundrectangle,80
YALI0B17644g,2,changed_regulation,green,,circle,30
YALI0D25806g,2,changed_regulation,green,,circle,30
YALI0E19426g,2,highly_expressed,orange,,circle,30
YALI0F02937g,2,changed_regulation,green,,circle,30
YALI0B18700g,2,changed_regulation,green,,circle,30
YALI0B17534g,2,changed_regulation,green,,circle,30
YALI0A02497g,2,upregulated,red,,circle,30
YALI0A08448g,2,downregulated,darkblue,,circle,30
YALI0F17798g,2,downregulated,darkblue,,circle,30
YALI0B10890g,2,changed_regulation,green,,circle,30
YALI0B19206g,2,changed_regulation,green,,circle,30
YALI0F20900g,2,changed_regulation,green,,circle,30
YALI0E18568g,2,downregulated,darkblue,,circle,30
YALI0C12595g,2,downregulated,darkblue,,circle,30
YALI0E29095g,2,upregulated,red,,circle,30
YALI0B21186g,2,upregulated,red,,circle,30
YALI0F31163g,2,downregulated,darkblue,,circle,30
YALI0A09042g,2,downregulated,darkblue,,circle,30
YALI0F16071g,2,lowly_expressed,lightblue,,circle,30
YALI0F29095g,2,downregulated,darkblue,,circle,30
YALI0C02915g,2,downregulated,darkblue,,circle,30
YALI0D22088g,2,changed_regulation,green,,circle,30
YALI0A21241g,15,downregulated,darkblue,Transcription_Factor,roundrectangle,80
YALI0F28831g,2,changed_regulation,green,,circle,30
YALI0D07150g,2,changed_regulation,green,,circle,30
YALI0E13167g,2,changed_regulation,green,,circle,30
YALI0D18249g,2,changed_regulation,green,,circle,30
YALI0B20064g,2,changed_regulation,green,,circle,30
YALI0F22055g,2,changed_regulation,green,,circle,30
YALI0A07425g,2,changed_regulation,green,,circle,30
YALI0C23969g,2,highly_expressed,orange,,circle,30
YALI0D04884g,2,upregulated,red,,circle,30
YALI0C05753g,2,downregulated,darkblue,,circle,30
YALI0E33187g,2,changed_regulation,green,,circle,30
YALI0F23485g,2,changed_regulation,green,,circle,30
YALI0A00506g,2,changed_regulation,green,,circle,30
YALI0C03630g,2,downregulated,darkblue,,circle,30
YALI0B17028g,2,changed_regulation,green,,circle,30
YALI0F03630g,2,downregulated,darkblue,,circle,30
YALI0C21472g,2,highly_expressed,orange,,circle,30
YALI0F05038g,2,upregulated,red,,circle,30
YALI0B12562g,2,highly_expressed,orange,,circle,30
YALI0F04334g,15,highly_expressed,orange,Transcription_Factor,roundrectangle,80
YALI0D17732g,2,upregulated,red,,circle,30
YALI0E31449g,2,upregulated,red,,circle,30
YALI0D14322g,2,highly_expressed,orange,,circle,30
YALI0B08250g,2,upregulated,red,,circle,30
YALI0F16181g,2,highly_expressed,orange,,circle,30
YALI0C12661g,2,upregulated,red,,circle,30
YALI0E03718g,2,upregulated,red,,circle,30
P02533,2,changed_regulation,green,,circle,30
YALI0E23067g,2,upregulated,red,,circle,30
YALI0B02992g,2,downregulated,darkblue,,circle,30
YALI0B20240g,2,highly_expressed,orange,,circle,30
YALI0B20966g,2,highly_expressed,orange,,circle,30
YALI0B10736g,2,highly_expressed,orange,,circle,30
YALI0E29667g,2,highly_expressed,orange,,circle,30
YALI0D16335g,2,upregulated,red,,circle,30
YALI0F07733g,2,upregulated,red,,circle,30
YALI0E26851g,2,downregulated,darkblue,,circle,30
YALI0E18634g,2,changed_regulation,green,,circle,30
YALI0A10703g,2,downregulated,darkblue,,circle,30
YALI0B10428g,2,changed_regulation,green,,circle,30
YALI0C22770g,2,lowly_expressed,lightblue,,circle,30
YALI0D19206g,2,highly_expressed,orange,,circle,30
YALI0C04092g,2,highly_expressed,orange,,circle,30
YALI0C23749g,2,lowly_expressed,lightblue,,circle,30
YALI0B00550g,2,highly_expressed,orange,,circle,30
YALI0B14245g,2,highly_expressed,orange,,circle,30
YALI0E12485g,2,changed_regulation,green,,circle,30
YALI0E03058g,2,changed_regulation,green,,circle,30
YALI0E05665g,2,changed_regulation,green,,circle,30
YALI0D12540g,2,changed_regulation,green,,circle,30
YALI0E01826g,2,changed_regulation,green,,circle,30
YALI0D16929g,2,changed_regulation,green,,circle,30
YALI0E34463g,2,changed_regulation,green,,circle,30
YALI0C09504g,2,changed_regulation,green,,circle,30
YALI0F27753g,2,lowly_expressed,lightblue,,circle,30
YALI0C19987g,2,highly_expressed,orange,,circle,30
YALI0B21296g,2,changed_regulation,green,,circle,30
YALI0C24101g,2,upregulated,red,,circle,30
YALI0C24420g,2,changed_regulation,green,,circle,30
